timestamp,filepath,command,uid,pid,ppid,cwd,hostname,platform
1718366160,"/usr/lib/udev/mtp-probe","/usr/lib/udev/mtp-probe /sys/devices/pci0000:00/0000:00:11.0/0000:02:00.0/usb2/2-1 2 2",0,656,504,"/","bastion","LINUX"
1718366160,"/lib/udev/hdparm","/bin/sh /lib/udev/hdparm",0,657,482,"/","bastion","LINUX"
1718366160,"/usr/bin/grep","grep -wq nohdparm /proc/cmdline",0,658,657,"/","bastion","LINUX"
1718366160,"/usr/bin/egrep","/bin/sh /usr/bin/egrep -iq resync|repair|recover|check /proc/mdstat",0,659,657,"/","bastion","LINUX"
1718366160,"/usr/lib/udev/libinput-device-group","/usr/lib/udev/libinput-device-group /sys/devices/LNXSYSTM:00/LNXPWRBN:00/input/input0/event0",0,660,502,"/","bastion","LINUX"
1718366160,"/usr/local/sbin/grep","None",0,659,657,"/","bastion","LINUX"
1718366160,"/usr/local/bin/grep","None",0,659,657,"/","bastion","LINUX"
1718366160,"/usr/sbin/grep","None",0,659,657,"/","bastion","LINUX"
1718366160,"/usr/bin/grep","grep -E -iq resync|repair|recover|check /proc/mdstat",0,659,657,"/","bastion","LINUX"
1718366160,"/usr/bin/unshare","/usr/bin/unshare -m /usr/bin/snap auto-import --mount",0,661,505,"/","bastion","LINUX"
1718366160,"/usr/lib/udev/libinput-device-group","/usr/lib/udev/libinput-device-group /sys/devices/platform/i8042/serio1/input/input4/event2",0,662,511,"/","bastion","LINUX"
1718366160,"/usr/lib/udev/libinput-device-group","/usr/lib/udev/libinput-device-group /sys/devices/platform/i8042/serio1/input/input3/event3",0,663,491,"/","bastion","LINUX"
1718366160,"/usr/bin/egrep","/bin/sh /usr/bin/egrep -v ^[[:space:]]*(#|$) /etc/hdparm.conf",0,665,664,"/","bastion","LINUX"
1718366160,"/usr/local/sbin/grep","None",0,665,664,"/","bastion","LINUX"
1718366160,"/usr/local/bin/grep","None",0,665,664,"/","bastion","LINUX"
1718366160,"/usr/sbin/grep","None",0,665,664,"/","bastion","LINUX"
1718366160,"/usr/bin/grep","grep -E -v ^[[:space:]]*(#|$) /etc/hdparm.conf",0,665,664,"/","bastion","LINUX"
1718366160,"/usr/bin/udevadm","udevadm info -n /dev/sda -q property",0,668,667,"/","bastion","LINUX"
1718366160,"/usr/bin/sed","sed -n s/^ID_ATA_FEATURE_SET_APM",0,669,667,"/","bastion","LINUX"
1718366160,"/usr/lib/udev/libinput-device-group","/usr/lib/udev/libinput-device-group /sys/devices/platform/i8042/serio0/input/input1/event1",0,670,505,"/","bastion","LINUX"
1718366160,"/usr/bin/unshare","/usr/bin/unshare -m /usr/bin/snap auto-import --mount",0,671,482,"/","bastion","LINUX"
1718366160,"/usr/bin/unshare","/usr/bin/unshare -m /usr/bin/snap auto-import --mount",0,672,491,"/","bastion","LINUX"
1718366161,"/usr/lib/udev/libinput-device-group","/usr/lib/udev/libinput-device-group /sys/devices/pci0000:00/0000:00:11.0/0000:02:00.0/usb2/2-1/2-1:1.0/0003:0E0F:0003.0001/input/input5/event4",0,673,504,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 57 --log-level info --log-target journal-or-kmsg",0,674,1,"/","bastion","LINUX"
1718366161,"/usr/bin/mount","/usr/bin/mount binfmt_misc /proc/sys/fs/binfmt_misc -t binfmt_misc -o nosuid\,nodev\,noexec",0,674,1,"/","bastion","LINUX"
1718366161,"/snap/snapd/current/usr/lib/snapd/snapd-apparmor","/usr/lib/snapd/snapd-apparmor start",0,648,1,"/","bastion","LINUX"
1718366161,"/usr/lib/systemd/systemd-resolved","/usr/lib/systemd/systemd-resolved",991,581,1,"/","bastion","LINUX"
1718366161,"/usr/bin/systemd-detect-virt","systemd-detect-virt --quiet --container",0,682,648,"/","bastion","LINUX"
1718366161,"/snap/snapd/21759/usr/lib/snapd/apparmor_parser","/snap/snapd/21759/usr/lib/snapd/apparmor_parser --config-file /snap/snapd/21759/usr/lib/snapd/apparmor/parser.conf --base /snap/snapd/21759/usr/lib/snapd/apparmor.d --policy-features /snap/snapd/21759/usr/lib/snapd/apparmor.d/abi/3.0 --replace --write-cache --cache-loc --quiet /var/lib/snapd/apparmor/profiles/snap-confine.snapd.21465 /var/lib/snapd/apparmor/profiles/snap-confine.snapd.21759 /var/lib/snapd/apparmor/profiles/snap-update-ns.firefox /var/lib/snapd/apparmor/profiles/snap-update-ns.firmware-updater /var/lib/snapd/apparmor/profiles/snap-update-ns.snap-store /var/lib/snapd/apparmor/profiles/snap-update-ns.snapd-desktop-integration /var/lib/snapd/apparmor/profiles/snap.firefox.firefox /var/lib/snapd/apparmor/profiles/snap.firefox.geckodriver /var/lib/snapd/apparmor/profiles/snap.firefox.hook.configure /var/lib/snapd/apparmor/profiles/snap.firefox.hook.connect-plug-host-hunspell /var/lib/snapd/apparmor/profiles/snap.firefox.hook.disconnect-plug-host-hunspell /var/lib/snapd/apparmor/profiles/snap.firefox.hook.post-refresh /var/lib/snapd/apparmor/profiles/snap.firmware-updater.firmware-notifier /var/lib/snapd/apparmor/profiles/snap.firmware-updater.firmware-updater /var/lib/snapd/apparmor/profiles/snap.firmware-updater.firmware-updater-app /var/lib/snapd/apparmor/profiles/snap.firmware-updater.hook.configure /var/lib/snapd/apparmor/profiles/snap.snap-store.hook.configure /var/lib/snapd/apparmor/profiles/snap.snap-store.snap-store /var/lib/snapd/apparmor/profiles/snap.snapd-desktop-integration.hook.configure /var/lib/snapd/apparmor/profiles/snap.snapd-desktop-integration.snapd-desktop-integration",0,683,648,"/","bastion","LINUX"
1718366161,"/usr/lib/udev/fido_id","/usr/lib/udev/fido_id",0,708,485,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 64 --log-level info --log-target journal-or-kmsg",0,710,1,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 80 --log-level info --log-target journal-or-kmsg",0,711,1,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 82 --log-level info --log-target journal-or-kmsg",0,712,1,"/","bastion","LINUX"
1718366161,"/usr/lib/udev/mtp-probe","/usr/lib/udev/mtp-probe /sys/devices/pci0000:00/0000:00:11.0/0000:02:03.0/usb1/1-1 1 2",0,713,502,"/","bastion","LINUX"
1718366161,"/usr/sbin/anacron","/usr/sbin/anacron -d -q -s",0,710,1,"/","bastion","LINUX"
1718366161,"/usr/share/apport/apport","/usr/bin/python3 /usr/share/apport/apport --start",0,711,1,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 84 --log-level info --log-target journal-or-kmsg",0,715,1,"/","bastion","LINUX"
1718366161,"/bin/sh","sh -c -- 2F7362696E2F6D6F6470726F6265202D2D69676E6F72652D696E7374616C6C20736E6420202626207B202F7362696E2F6D6F6470726F6265202D2D7175696574202D2D7573652D626C61636B6C69737420736E642D696F63746C3332203B202F7362696E2F6D6F6470726F6265202D2D7175696574202D2D7573652D626C61636B6C69737420736E642D736571203B207D",0,714,476,"/","bastion","LINUX"
1718366161,"/usr/sbin/avahi-daemon","/usr/sbin/avahi-daemon -s",0,712,1,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 86 --log-level info --log-target journal-or-kmsg",0,716,1,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 90 --log-level info --log-target journal-or-kmsg",0,718,1,"/","bastion","LINUX"
1718366161,"/usr/bin/dbus-daemon","@dbus-daemon --system --address --nofork --nopidfile --systemd-activation --syslog-only",0,715,1,"/","bastion","LINUX"
1718366161,"/sbin/modprobe","/sbin/modprobe --ignore-install snd",0,719,714,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 92 --log-level info --log-target journal-or-kmsg",0,721,1,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 94 --log-level info --log-target journal-or-kmsg",0,722,1,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 96 --log-level info --log-target journal-or-kmsg",0,723,1,"/","bastion","LINUX"
1718366161,"/sbin/e2scrub_all","/bin/bash /sbin/e2scrub_all -A -r",0,718,1,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 99 --log-level info --log-target journal-or-kmsg",0,724,1,"/","bastion","LINUX"
1718366161,"/usr/bin/gpu-manager","/usr/bin/gpu-manager --log /var/log/gpu-manager.log",0,722,1,"/","bastion","LINUX"
1718366161,"/bin/sh","/bin/sh -c 5B202D73202F626F6F742F677275622F67727562656E76205D207C7C20726D202D66202F626F6F742F677275622F67727562656E763B206D6B646972202D70202F626F6F742F67727562",0,723,1,"/","bastion","LINUX"
1718366161,"/usr/bin/mkdir","mkdir -p /boot/grub",0,725,723,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 102 --log-level info --log-target journal-or-kmsg",0,726,1,"/","bastion","LINUX"
1718366161,"/bin/readlink","readlink -q -s -e /dev/mapper/*.e2scrub*",0,727,718,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 104 --log-level info --log-target journal-or-kmsg",0,728,1,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 106 --log-level info --log-target journal-or-kmsg",0,729,1,"/","bastion","LINUX"
1718366161,"/bin/sh","sh -c -- 67726570202D4720225E626C61636B6C6973742E2A6E76696469615B5B3A73706163653A5D5D2A2422202F6574632F6D6F6470726F62652E642F2A2E636F6E66",0,730,722,"/","bastion","LINUX"
1718366161,"/usr/bin/grep","grep -G ^blacklist.*nvidia[[:space:]]*$ /etc/modprobe.d/alsa-base.conf /etc/modprobe.d/amd64-microcode-blacklist.conf /etc/modprobe.d/blacklist-ath_pci.conf /etc/modprobe.d/blacklist-firewire.conf /etc/modprobe.d/blacklist-framebuffer.conf /etc/modprobe.d/blacklist-modem.conf /etc/modprobe.d/blacklist-oss.conf /etc/modprobe.d/blacklist-rare-network.conf /etc/modprobe.d/blacklist.conf /etc/modprobe.d/intel-microcode-blacklist.conf /etc/modprobe.d/iwlwifi.conf",0,731,730,"/","bastion","LINUX"
1718366161,"/bin/sh","sh -c -- 67726570202D4720225E626C61636B6C6973742E2A6E76696469615B5B3A73706163653A5D5D2A2422202F6C69622F6D6F6470726F62652E642F2A2E636F6E66",0,732,722,"/","bastion","LINUX"
1718366161,"/usr/bin/grep","grep -G ^blacklist.*nvidia[[:space:]]*$ /lib/modprobe.d/aliases.conf /lib/modprobe.d/blacklist_linux_6.8.0-31-generic.conf /lib/modprobe.d/blacklist_linux_6.8.0-35-generic.conf /lib/modprobe.d/fbdev-blacklist.conf /lib/modprobe.d/systemd.conf",0,734,732,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 108 --log-level info --log-target journal-or-kmsg",0,733,1,"/","bastion","LINUX"
1718366161,"/bin/sh","sh -c -- 67726570202D4720225E626C61636B6C6973742E2A726164656F6E5B5B3A73706163653A5D5D2A2422202F6574632F6D6F6470726F62652E642F2A2E636F6E66",0,735,722,"/","bastion","LINUX"
1718366161,"/usr/bin/grep","grep -G ^blacklist.*radeon[[:space:]]*$ /etc/modprobe.d/alsa-base.conf /etc/modprobe.d/amd64-microcode-blacklist.conf /etc/modprobe.d/blacklist-ath_pci.conf /etc/modprobe.d/blacklist-firewire.conf /etc/modprobe.d/blacklist-framebuffer.conf /etc/modprobe.d/blacklist-modem.conf /etc/modprobe.d/blacklist-oss.conf /etc/modprobe.d/blacklist-rare-network.conf /etc/modprobe.d/blacklist.conf /etc/modprobe.d/intel-microcode-blacklist.conf /etc/modprobe.d/iwlwifi.conf",0,736,735,"/","bastion","LINUX"
1718366161,"/bin/sh","sh -c -- 67726570202D4720225E626C61636B6C6973742E2A726164656F6E5B5B3A73706163653A5D5D2A2422202F6C69622F6D6F6470726F62652E642F2A2E636F6E66",0,737,722,"/","bastion","LINUX"
1718366161,"/usr/bin/grep","grep -G ^blacklist.*radeon[[:space:]]*$ /lib/modprobe.d/aliases.conf /lib/modprobe.d/blacklist_linux_6.8.0-31-generic.conf /lib/modprobe.d/blacklist_linux_6.8.0-35-generic.conf /lib/modprobe.d/fbdev-blacklist.conf /lib/modprobe.d/systemd.conf",0,738,737,"/","bastion","LINUX"
1718366161,"/bin/sh","sh -c -- 67726570202D4720225E626C61636B6C6973742E2A616D646770755B5B3A73706163653A5D5D2A2422202F6574632F6D6F6470726F62652E642F2A2E636F6E66",0,739,722,"/","bastion","LINUX"
1718366161,"/usr/bin/grep","grep -G ^blacklist.*amdgpu[[:space:]]*$ /etc/modprobe.d/alsa-base.conf /etc/modprobe.d/amd64-microcode-blacklist.conf /etc/modprobe.d/blacklist-ath_pci.conf /etc/modprobe.d/blacklist-firewire.conf /etc/modprobe.d/blacklist-framebuffer.conf /etc/modprobe.d/blacklist-modem.conf /etc/modprobe.d/blacklist-oss.conf /etc/modprobe.d/blacklist-rare-network.conf /etc/modprobe.d/blacklist.conf /etc/modprobe.d/intel-microcode-blacklist.conf /etc/modprobe.d/iwlwifi.conf",0,741,739,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 113 --log-level info --log-target journal-or-kmsg",0,740,1,"/","bastion","LINUX"
1718366161,"/usr/bin/snap","/usr/bin/snap wait system seed.loaded",0,729,1,"/","bastion","LINUX"
1718366161,"/usr/lib/snapd/snapd","/usr/lib/snapd/snapd",0,733,1,"/","bastion","LINUX"
1718366161,"/bin/sh","sh -c -- 67726570202D4720225E626C61636B6C6973742E2A616D646770755B5B3A73706163653A5D5D2A2422202F6C69622F6D6F6470726F62652E642F2A2E636F6E66",0,742,722,"/","bastion","LINUX"
1718366161,"/usr/bin/grep","grep -G ^blacklist.*amdgpu[[:space:]]*$ /lib/modprobe.d/aliases.conf /lib/modprobe.d/blacklist_linux_6.8.0-31-generic.conf /lib/modprobe.d/blacklist_linux_6.8.0-35-generic.conf /lib/modprobe.d/fbdev-blacklist.conf /lib/modprobe.d/systemd.conf",0,743,742,"/","bastion","LINUX"
1718366161,"/usr/libexec/power-profiles-daemon","/usr/libexec/power-profiles-daemon",0,726,1,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 118 --log-level info --log-target journal-or-kmsg",0,744,1,"/","bastion","LINUX"
1718366161,"/usr/lib/rsyslog/reload-apparmor-profile","/bin/sh /usr/lib/rsyslog/reload-apparmor-profile",0,728,1,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 120 --log-level info --log-target journal-or-kmsg",0,756,1,"/","bastion","LINUX"
1718366161,"/usr/sbin/aa-status","aa-status --enabled",0,757,728,"/","bastion","LINUX"
1718366161,"/snap/snapd/current/usr/bin/snap","/usr/bin/snap wait system seed.loaded",0,729,1,"/","bastion","LINUX"
1718366161,"/usr/lib/systemd/systemd-logind","/usr/lib/systemd/systemd-logind",0,740,1,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 122 --log-level info --log-target journal-or-kmsg",0,758,1,"/","bastion","LINUX"
1718366161,"/usr/sbin/apparmor_parser","apparmor_parser -r -W -T /etc/apparmor.d/usr.sbin.rsyslogd",0,759,728,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 124 --log-level info --log-target journal-or-kmsg",0,760,1,"/","bastion","LINUX"
1718366161,"/usr/sbin/cron","/usr/sbin/cron -f -P",0,756,1,"/","bastion","LINUX"
1718366161,"/sbin/modprobe","/sbin/modprobe --quiet --use-blacklist snd-ioctl32",0,761,714,"/","bastion","LINUX"
1718366161,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 126 --log-level info --log-target journal-or-kmsg",0,763,1,"/","bastion","LINUX"
1718366161,"/usr/libexec/switcheroo-control","/usr/libexec/switcheroo-control",0,758,1,"/","bastion","LINUX"
1718366161,"/sbin/modprobe","/sbin/modprobe --quiet --use-blacklist snd-seq",0,764,714,"/","bastion","LINUX"
1718366161,"/usr/lib/sysstat/sa1","/bin/sh /usr/lib/sysstat/sa1 --boot",0,760,1,"/","bastion","LINUX"
1718366161,"/usr/lib/sysstat/sadc","/usr/lib/sysstat/sadc -F -L -S DISK /var/log/sysstat",0,760,1,"/usr/lib/sysstat","bastion","LINUX"
1718366161,"/usr/libexec/udisks2/udisksd","/usr/libexec/udisks2/udisksd",0,763,1,"/","bastion","LINUX"
1718366161,"/bin/sh","sh -c -- 2F7362696E2F6D6F6470726F6265202D2D69676E6F72652D696E7374616C6C20736E642D73657120202626207B202F7362696E2F6D6F6470726F6265202D2D7175696574202D2D7573652D626C61636B6C69737420736E642D7365712D6D696469203B202F7362696E2F6D6F6470726F6265202D2D7175696574202D2D7573652D626C61636B6C69737420736E642D7365712D6F7373203B203A203B207D",0,769,764,"/","bastion","LINUX"
1718366161,"/sbin/modprobe","/sbin/modprobe --ignore-install snd-seq",0,781,769,"/","bastion","LINUX"
1718366162,"/bin/sh","sh -c -- 67726570202D4720225E626C61636B6C6973742E2A6E6F75766561755B5B3A73706163653A5D5D2A2422202F6574632F6D6F6470726F62652E642F2A2E636F6E66",0,780,722,"/","bastion","LINUX"
1718366162,"/usr/bin/grep","grep -G ^blacklist.*nouveau[[:space:]]*$ /etc/modprobe.d/alsa-base.conf /etc/modprobe.d/amd64-microcode-blacklist.conf /etc/modprobe.d/blacklist-ath_pci.conf /etc/modprobe.d/blacklist-firewire.conf /etc/modprobe.d/blacklist-framebuffer.conf /etc/modprobe.d/blacklist-modem.conf /etc/modprobe.d/blacklist-oss.conf /etc/modprobe.d/blacklist-rare-network.conf /etc/modprobe.d/blacklist.conf /etc/modprobe.d/intel-microcode-blacklist.conf /etc/modprobe.d/iwlwifi.conf",0,785,780,"/","bastion","LINUX"
1718366162,"/usr/bin/systemctl","systemctl --version",0,784,733,"/","bastion","LINUX"
1718366162,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 80 --log-level info --log-target journal-or-kmsg",0,786,1,"/","bastion","LINUX"
1718366162,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 88 --log-level info --log-target journal-or-kmsg",0,787,1,"/","bastion","LINUX"
1718366162,"/bin/sh","sh -c -- 67726570202D4720225E626C61636B6C6973742E2A6E6F75766561755B5B3A73706163653A5D5D2A2422202F6C69622F6D6F6470726F62652E642F2A2E636F6E66",0,789,722,"/","bastion","LINUX"
1718366162,"/usr/bin/grep","grep -G ^blacklist.*nouveau[[:space:]]*$ /lib/modprobe.d/aliases.conf /lib/modprobe.d/blacklist_linux_6.8.0-31-generic.conf /lib/modprobe.d/blacklist_linux_6.8.0-35-generic.conf /lib/modprobe.d/fbdev-blacklist.conf /lib/modprobe.d/systemd.conf",0,790,789,"/","bastion","LINUX"
1718366162,"/usr/bin/grub-editenv","grub-editenv /boot/grub/grubenv unset recordfail",0,786,1,"/","bastion","LINUX"
1718366162,"/usr/bin/systemd-detect-virt","systemd-detect-virt",0,797,733,"/","bastion","LINUX"
1718366162,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 80 --log-level info --log-target journal-or-kmsg",0,798,1,"/","bastion","LINUX"
1718366162,"/snap/snapd/current/usr/lib/snapd/snapd","/usr/lib/snapd/snapd",0,733,1,"/","bastion","LINUX"
1718366162,"/usr/libexec/gnome-remote-desktop-daemon","/usr/libexec/gnome-remote-desktop-daemon --system",987,721,1,"/","bastion","LINUX"
1718366162,"/usr/libexec/accounts-daemon","/usr/libexec/accounts-daemon",0,744,1,"/","bastion","LINUX"
1718366162,"/bin/sh","/bin/sh -c 696620677275622D65646974656E76202F626F6F742F677275622F67727562656E76206C697374207C2067726570202D7120696E697472646C6573735F626F6F745F66616C6C6261636B5F7472696767657265643D313B207468656E206563686F2022677275623A20475255425F464F5243455F5041525455554944207365742C20696E697472646C65737320626F6F742070616E696365642C2066616C6C6261636B207472696767657265642E223B206669",0,798,1,"/","bastion","LINUX"
1718366162,"/usr/bin/grub-editenv","grub-editenv /boot/grub/grubenv list",0,801,798,"/","bastion","LINUX"
1718366162,"/usr/bin/grep","grep -q initrdless_boot_fallback_triggered",0,802,798,"/","bastion","LINUX"
1718366162,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 90 --log-level info --log-target journal-or-kmsg",0,803,1,"/","bastion","LINUX"
1718366162,"/usr/lib/polkit-1/polkitd","/usr/lib/polkit-1/polkitd --no-debug",988,724,1,"/","bastion","LINUX"
1718366162,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 96 --log-level info --log-target journal-or-kmsg",0,807,1,"/","bastion","LINUX"
1718366162,"/usr/sbin/NetworkManager","/usr/sbin/NetworkManager --no-daemon",0,803,1,"/","bastion","LINUX"
1718366162,"/usr/sbin/wpa_supplicant","/usr/sbin/wpa_supplicant -u -s -O 4449523D2F72756E2F7770615F737570706C6963616E742047524F55503D6E6574646576",0,807,1,"/","bastion","LINUX"
1718366162,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 81 --log-level info --log-target journal-or-kmsg",0,827,1,"/","bastion","LINUX"
1718366162,"/usr/share/language-tools/language-validate","/bin/sh -pe /usr/share/language-tools/language-validate en_US.UTF-8",0,831,744,"/","bastion","LINUX"
1718366162,"/usr/share/language-tools/language-options","/usr/bin/perl /usr/share/language-tools/language-options",0,833,831,"/","bastion","LINUX"
1718366162,"/usr/sbin/rsyslogd","/usr/sbin/rsyslogd -n -iNONE",0,787,1,"/","bastion","LINUX"
1718366162,"/bin/sh","sh -c 6C6F63616C65202D61207C2067726570202D46202E7574663820",0,840,833,"/","bastion","LINUX"
1718366162,"/usr/bin/grep","grep -F .utf8",0,842,840,"/","bastion","LINUX"
1718366162,"/usr/bin/locale","locale -a",0,841,840,"/","bastion","LINUX"
1718366162,"/usr/bin/grub-editenv","/usr/bin/grub-editenv /boot/grub/grubenv unset initrdfail",0,827,1,"/","bastion","LINUX"
1718366162,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 104 --log-level info --log-target journal-or-kmsg",0,843,1,"/","bastion","LINUX"
1718366162,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 143 --log-level info --log-target journal-or-kmsg",0,844,1,"/","bastion","LINUX"
1718366162,"/usr/sbin/ModemManager","/usr/sbin/ModemManager",0,843,1,"/","bastion","LINUX"
1718366162,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 81 --log-level info --log-target journal-or-kmsg",0,845,1,"/","bastion","LINUX"
1718366162,"/sbin/modprobe","/sbin/modprobe --quiet --use-blacklist snd-seq-midi",0,855,769,"/","bastion","LINUX"
1718366162,"/usr/bin/grub-editenv","/usr/bin/grub-editenv /boot/grub/grubenv unset prev_entry",0,845,1,"/","bastion","LINUX"
1718366162,"/bin/sh","sh -c -- 2F7362696E2F6D6F6470726F6265202D2D69676E6F72652D696E7374616C6C20736E642D7261776D69646920202626207B202F7362696E2F6D6F6470726F6265202D2D7175696574202D2D7573652D626C61636B6C69737420736E642D7365712D6D696469203B203A203B207D",0,864,855,"/","bastion","LINUX"
1718366162,"/sbin/modprobe","/sbin/modprobe --ignore-install snd-rawmidi",0,865,864,"/","bastion","LINUX"
1718366162,"/sbin/modprobe","/sbin/modprobe --quiet --use-blacklist snd-seq-midi",0,867,864,"/","bastion","LINUX"
1718366162,"/sbin/modprobe","/sbin/modprobe --quiet --use-blacklist snd-seq-oss",0,869,769,"/","bastion","LINUX"
1718366162,"/bin/sh","sh -c -- 2F7362696E2F6D6F6470726F6265202D2D69676E6F72652D696E7374616C6C20736E642D70636D20202626207B202F7362696E2F6D6F6470726F6265202D2D7175696574202D2D7573652D626C61636B6C69737420736E642D70636D2D6F7373203B203A203B207D",0,870,476,"/","bastion","LINUX"
1718366162,"/sbin/modprobe","/sbin/modprobe --ignore-install snd-pcm",0,874,870,"/","bastion","LINUX"
1718366162,"/usr/lib/systemd/systemd-hostnamed","/usr/lib/systemd/systemd-hostnamed",0,844,1,"/","bastion","LINUX"
1718366162,"/usr/lib/udev/dmi_memory_id","/usr/lib/udev/dmi_memory_id",0,877,502,"/","bastion","LINUX"
1718366162,"/sbin/modprobe","/sbin/modprobe --quiet --use-blacklist snd-pcm-oss",0,878,870,"/","bastion","LINUX"
1718366162,"/usr/lib/snapd/snap-device-helper","/usr/lib/snapd/snap-device-helper add snap_firefox_firefox /devices/virtual/mem/full 1:7",0,880,503,"/","bastion","LINUX"
1718366162,"/usr/local/sbin/netplan","None",0,883,803,"/","bastion","LINUX"
1718366162,"/usr/local/bin/netplan","None",0,883,803,"/","bastion","LINUX"
1718366162,"/usr/sbin/netplan","/usr/bin/python3 /usr/sbin/netplan generate",0,883,803,"/","bastion","LINUX"
1718366162,"/proc/self/fd/9","/usr/lib/systemd/systemd-executor --deserialize 81 --log-level info --log-target journal-or-kmsg",0,882,1,"/","bastion","LINUX"
1718366162,"/usr/lib/snapd/snap-device-helper","/usr/lib/snapd/snap-device-helper add snap_firefox_firefox /devices/virtual/dma_heap/system 249:0",0,879,474,"/","bastion","LINUX"
1718366162,"/usr/libexec/nm-dispatcher","/usr/libexec/nm-dispatcher",0,882,1,"/","bastion","LINUX"
